p1                        p2     rg      se       z       p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
vitaminD.sumstats.gz  combined_ukb_gera_STRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.0883  0.1675 -0.5271  0.5981   0.005     0.0029  0.9995     0.0068    0.0043       0.0047
vitaminD.sumstats.gz  combined_ukb_gera_SUM_DISEASES_1000g_m01_u05_geno.txt.sumstats.gz  0.0503  0.0531  0.9474  0.3434  0.0843     0.0047  1.0221     0.0091   -0.0081       0.0056
vitaminD.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz  0.0751  0.0958  0.7834  0.4334  0.0159     0.0033  1.0155     0.0084    0.0039        0.005
vitaminD.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz  0.0335  0.0512  0.6541  0.5131  0.1357     0.0083  1.0116     0.0096   -0.0064       0.0055
vitaminD.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz  0.068  0.0594  1.1454  0.252  0.0506     0.0041  0.9958     0.0082   -0.0185       0.0052
vitaminD.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz -0.0203  0.0389 -0.5231  0.6009  0.1109      0.004  0.9379      0.011   -0.0002       0.0053
vitaminD.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz -1.427  1.2525 -1.1393  0.2546  0.3965     0.0689  12.9585     0.4183     0.863       0.3892
vitaminD.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz  0.0291  0.0376  0.7758  0.4379  0.1776     0.0227  0.9433     0.0296   -0.0079       0.0057
vitaminD.sumstats.gz  eo_cam_2016.txt.sumstats.gz  0.0296  0.0364  0.8129  0.4163  0.1864     0.0239  0.9392     0.0314   -0.0097       0.0057
vitaminD.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz  0.0266  0.0372  0.7155  0.4743  0.1809     0.0221  0.9373     0.0299   -0.0078       0.0059
vitaminD.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz  0.0183  0.0375  0.4885  0.6252  0.1743     0.0209   0.937     0.0281    -0.007        0.006
vitaminD.sumstats.gz  gran_cam_2016.txt.sumstats.gz  0.0203  0.0411  0.4943  0.6211  0.1594     0.0198  0.9475     0.0249   -0.0049       0.0056
vitaminD.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz -2.1925e-05  0.0425 -0.0005  0.9996  0.1538     0.0178  1.0091      0.029     0.005       0.0056
vitaminD.sumstats.gz  hct_cam_2016.txt.sumstats.gz  0.0204  0.0476  0.43  0.6672  0.1303     0.0125  1.0024     0.0257    0.0048       0.0064
vitaminD.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz  0.0507  0.0409  1.2414  0.2145  0.2442     0.0361   0.795     0.0255    0.0317       0.0054
vitaminD.sumstats.gz  height_giant_2014.txt.sumstats.gz  0.055  0.03  1.8305  0.0672   0.346     0.0177  1.2205     0.0324    0.0279       0.0076
vitaminD.sumstats.gz  hgb_cam_2016.txt.sumstats.gz  0.002  0.0464  0.0424  0.9662  0.1298     0.0118  0.9984     0.0261    0.0061       0.0064
vitaminD.sumstats.gz  hlr_cam_2016.txt.sumstats.gz -0.1245  0.0444 -2.8062  0.005  0.1571     0.0193  1.0316      0.052    0.0095       0.0061
vitaminD.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz -0.1226  0.0435 -2.8187  0.0048  0.1573     0.0188  1.0291     0.0519    0.0082       0.0061
vitaminD.sumstats.gz  icv_enigma_2016.txt.sumstats.gz -0.0752  0.0737 -1.021  0.3073  0.2446     0.0288  1.0262     0.0089    0.0078       0.0055
vitaminD.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
vitaminD.sumstats.gz  input.sumstats.gz  1.0  4.2191e-05  23702.6661  0.0  0.0759     0.0182  1.0246     0.0113    1.0246       0.0113
vitaminD.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz -0.0905  0.0437 -2.0692  0.0385  0.3052      0.012  1.0409     0.0122    0.0137        0.006
vitaminD.sumstats.gz  iq_vu_2017.txt.sumstats.gz -0.1243  0.0538 -2.3078  0.021  0.1991     0.0114  1.0091      0.009    0.0087        0.006
vitaminD.sumstats.gz  irf_cam_2016.txt.sumstats.gz -0.1352  0.0468 -2.887  0.0039  0.1106      0.015  1.0341     0.0494    0.0106       0.0062
vitaminD.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz  0.0486  0.0469  1.0354  0.3005  0.2168     0.0489  0.8555     0.0512   -0.0053       0.0054
vitaminD.sumstats.gz  lymph_cam_2016.txt.sumstats.gz -0.0419  0.0432 -0.9698  0.3322  0.1838     0.0151  0.9569     0.0218    0.0027       0.0058
vitaminD.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz -0.0484  0.0418 -1.1583  0.2467  0.1461     0.0119  0.9584     0.0174    0.0061       0.0056
vitaminD.sumstats.gz  mch_cam_2016.txt.sumstats.gz  0.0215  0.0355  0.6068  0.544  0.2193     0.0255  0.9798     0.0416   -0.0051       0.0057
vitaminD.sumstats.gz  mchc_cam_2016.txt.sumstats.gz -0.062  0.0476 -1.301  0.1933  0.0895     0.0102  0.9799     0.0191    0.0045       0.0053
vitaminD.sumstats.gz  mcv_cam_2016.txt.sumstats.gz  0.0464  0.0346  1.3393  0.1805  0.2338     0.0252  0.9805     0.0384   -0.0088       0.0057
vitaminD.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz  0.0484  0.0905  0.5345  0.593  0.1583      0.028  1.0098     0.0072    -0.013       0.0049
vitaminD.sumstats.gz  mono_cam_2016.txt.sumstats.gz -0.001  0.0407 -0.0247  0.9803  0.1858     0.0214  1.0408      0.035   -0.0074       0.0058
vitaminD.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz  0.0049  0.0426  0.1146  0.9088  0.1672     0.0204  1.0265     0.0335   -0.0057       0.0058
vitaminD.sumstats.gz  mpv_cam_2016.txt.sumstats.gz  0.0489  0.0423  1.1559  0.2477  0.2603     0.0385  0.9899     0.0536   -0.0073       0.0064
vitaminD.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz  0.0189  0.0409  0.4632  0.6432  0.1631     0.0191  0.9509     0.0246   -0.0054       0.0056
vitaminD.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz  0.0257  0.0472  0.5458  0.5852  0.0923     0.0081   0.979     0.0134   -0.0036       0.0059
vitaminD.sumstats.gz  neut_cam_2016.txt.sumstats.gz  0.02  0.0414  0.4844  0.6281  0.1586     0.0198  0.9455      0.025   -0.0048       0.0056
vitaminD.sumstats.gz  neut_eo_sum_cam_2016.txt.sumstats.gz  0.0206  0.0413  0.4979  0.6186  0.1586     0.0196  0.9485     0.0248   -0.0052       0.0056
vitaminD.sumstats.gz  neut_p_cam_2016.txt.sumstats.gz  0.0393  0.0427  0.9201  0.3575  0.1402     0.0124  0.9467     0.0189   -0.0025       0.0057
vitaminD.sumstats.gz  neut_p_gran_cam_2016.txt.sumstats.gz -0.013  0.0393 -0.3316  0.7402  0.1642     0.0191  0.9335     0.0254    0.0048        0.006
vitaminD.sumstats.gz  pct_cam_2016.txt.sumstats.gz -0.0364  0.0415 -0.8768  0.3806  0.2007      0.017  1.0034     0.0323    0.0007       0.0062
vitaminD.sumstats.gz  pdw_cam_2016.txt.sumstats.gz  0.0132  0.0515  0.2562  0.7978  0.1679     0.0211  0.9733     0.0354   -0.0108       0.0064
vitaminD.sumstats.gz  plt_cam_2016.txt.sumstats.gz -0.0589  0.0394 -1.4925  0.1356  0.2259     0.0177  0.9859      0.032    0.0042       0.0061
vitaminD.sumstats.gz  ra_okada_2014.txt.sumstats.gz  0.0548  0.055  0.9967  0.3189   0.113     0.0197  0.9433     0.0133   -0.0029       0.0047
vitaminD.sumstats.gz  rbc_cam_2016.txt.sumstats.gz -0.0195  0.0437 -0.4456  0.6559  0.1874     0.0179  0.9866     0.0266    0.0094       0.0065
vitaminD.sumstats.gz  rdw_cam_2016.txt.sumstats.gz  0.0365  0.0392  0.9329  0.3509  0.1897     0.0234  0.9443     0.0305   -0.0056       0.0059
vitaminD.sumstats.gz  ret_cam_2016.txt.sumstats.gz -0.0926  0.0468 -1.9795  0.0478  0.1641     0.0206  1.0193     0.0503    0.0047       0.0062
vitaminD.sumstats.gz  ret_p_cam_2016.txt.sumstats.gz -0.0929  0.0458 -2.0265  0.0427  0.1639     0.0202  1.0134     0.0501    0.0028       0.0061
vitaminD.sumstats.gz  sbp_ukb_v1_2016.txt.sumstats.gz -0.0099  0.0502 -0.1978  0.8432  0.1254      0.008   1.016     0.0091    0.0012       0.0052
vitaminD.sumstats.gz  scz_pgc_2014.txt.sumstats.gz -0.0139  0.0341 -0.4076  0.6835  0.2396     0.0088   1.048     0.0116    -0.015       0.0063
vitaminD.sumstats.gz  t2d_diagram_2017.txt.sumstats.gz -0.1209  0.0525 -2.3041  0.0212   0.077      0.006   1.001     0.0111    -0.009       0.0052
vitaminD.sumstats.gz  tg_glgc_2013.txt.sumstats.gz -0.0499  0.0377 -1.3251  0.1851  0.2748     0.0584  0.7427     0.0363   -0.0104       0.0052
vitaminD.sumstats.gz  uc_iibdgc_2015.txt.sumstats.gz  0.0108  0.0679  0.1588  0.8738  0.2401     0.0323  1.0542     0.0111   -0.0005       0.0059
vitaminD.sumstats.gz  ukbEUR_IPAQG_cojo.txt.sumstats.gz  0.2216  0.0542  4.0902  4.3097e-05  0.0372      0.002  1.0145     0.0093    0.0059       0.0061
vitaminD.sumstats.gz  ukbEUR_SI_cojo.txt.sumstats.gz -0.0374  0.0401 -0.9335  0.3506  0.0994     0.0037  1.0303     0.0134    0.0037       0.0064
vitaminD.sumstats.gz  vitaminD.sumstats.gz  1.0  4.2191e-05  23702.6661  0.0  0.0759     0.0182  1.0246     0.0113    1.0246       0.0113
vitaminD.sumstats.gz  wbc_cam_2016.txt.sumstats.gz  0.0034  0.042  0.0814  0.9352  0.1782     0.0178  0.9528     0.0237   -0.0048       0.0057
vitaminD.sumstats.gz  well_being_ssgac_2016.txt.sumstats.gz  0.0853  0.0634  1.3438  0.179  0.0358     0.0031  1.0053     0.0079    0.0172       0.0055
vitaminD.sumstats.gz  well_being_ssgac_2016_pruned.txt.sumstats.gz  0.5886  0.3855  1.5268  0.1268  0.1711     0.0201   7.296     0.0802     0.029       0.0889
vitaminD.sumstats.gz  whr_giant_2015.txt.sumstats.gz -0.0634  0.047 -1.3474  0.1779  0.1045     0.0066  0.8235     0.0089   -0.0277       0.0053
vitaminD.sumstats.gz  whradjbmi_giant_2015.txt.sumstats.gz -0.0913  0.0494 -1.8464  0.0648  0.0936     0.0078  0.8512     0.0103   -0.0268       0.0053
whradjbmi_giant_2015.txt.sumstats.gz  AD_meta2.smy.sumstats.gz  0.0495  0.0656  0.7546  0.4505   0.007     0.0045  1.0738     0.0513   -0.0064       0.0052
whradjbmi_giant_2015.txt.sumstats.gz  GWAS_tanning_UKBB.ma.sumstats.gz -0.0189  0.0173 -1.0923  0.2747  0.1549     0.0679  0.9838     0.0539   -0.0049       0.0042
whradjbmi_giant_2015.txt.sumstats.gz  MEGASTROKE.1.AS.TRANS.out.sumstats.gz  0.2252  0.0455  4.9521  7.3405e-07  0.0122     0.0013  1.0463     0.0071   -0.0004        0.005
whradjbmi_giant_2015.txt.sumstats.gz  META_ANALYSIS_10K23_beta_se_correctGC1_pdgene_sharing_280317.ma.sumstats.gz  0.0157  0.0448  0.3511  0.7255  0.0572     0.0093  0.9779      0.009    -0.006        0.005
whradjbmi_giant_2015.txt.sumstats.gz  alzheimers_igap_2013.txt.sumstats.gz  0.0168  0.0661  0.2541  0.7994  0.0472     0.0191  1.0581     0.0254    0.0028       0.0052
whradjbmi_giant_2015.txt.sumstats.gz  amd_csg_2016.txt.sumstats.gz -0.0046  0.0315 -0.1455  0.8843  0.3852     0.1763  0.9182     0.0427    0.0064        0.005
whradjbmi_giant_2015.txt.sumstats.gz  asd_robinson_2015.txt.sumstats.gz  0.0833  0.0514  1.622  0.1048  0.1551     0.0187  0.9663     0.0076   -0.0068       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  baso_cam_2016.txt.sumstats.gz  0.066  0.0396  1.6663  0.0956  0.0698     0.0098  0.9955     0.0196   -0.0014       0.0052
whradjbmi_giant_2015.txt.sumstats.gz  baso_neut_sum_cam_2016.txt.sumstats.gz  0.1116  0.0337  3.3082  0.0009  0.1551     0.0191  0.9516      0.023  1.0628e-05       0.0063
whradjbmi_giant_2015.txt.sumstats.gz  baso_p_cam_2016.txt.sumstats.gz -0.0299  0.042 -0.7134  0.4756  0.0535     0.0094  1.0023     0.0206   -0.0023       0.0051
whradjbmi_giant_2015.txt.sumstats.gz  baso_p_gran_cam_2016.txt.sumstats.gz -0.022  0.0415 -0.5293  0.5966  0.0557     0.0087  0.9973     0.0184   -0.0019       0.0051
whradjbmi_giant_2015.txt.sumstats.gz  bip_pgc_2014.txt.sumstats.gz  0.0148  0.0435  0.3401  0.7338  0.3582     0.0324  1.0274     0.0081   -0.0022       0.0053
whradjbmi_giant_2015.txt.sumstats.gz  bmi_giant_2015.txt.sumstats.gz -0.08  0.0265 -3.02  0.0025  0.1377     0.0076  0.6473     0.0095    0.0201       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  cad_cardiogram_2015.txt.sumstats.gz  0.196  0.0341  5.7488  8.9876e-09  0.0666      0.005  0.8819     0.0084    0.0101       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  cd_iibdgc_2015.txt.sumstats.gz -0.0193  0.0411 -0.4707  0.6379  0.3638      0.046  1.0258     0.0126    0.0099       0.0047
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_ALLERGIC_RHINITIS_1000g_m01_u05_geno.txt.sumstats.gz -0.0635  0.0563 -1.1291  0.2589  0.0221     0.0041  1.0031     0.0081    0.0062       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_ASTHMA_1000g_m01_u05_geno.txt.sumstats.gz  0.0854  0.037  2.3112  0.0208  0.0577      0.006  1.0003       0.01   -0.0012       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_CANCER_1000g_m01_u05_geno.txt.sumstats.gz -0.0378  0.0469 -0.805  0.4208  0.0261     0.0045  0.9947     0.0085    0.0061       0.0042
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_CARD_1000g_m01_u05_geno.txt.sumstats.gz  0.1727  0.0482  3.5841  0.0003  0.0311     0.0035  0.9977     0.0075    0.0029       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_DEPRESS_1000g_m01_u05_geno.txt.sumstats.gz  0.0239  0.0494  0.4838  0.6285  0.0244     0.0034  1.0048     0.0076    -0.003        0.005
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_DERMATOPHYTOSIS_1000g_m01_u05_geno.txt.sumstats.gz -0.0486  0.099 -0.4911  0.6234  0.0169     0.0087  1.0024     0.0068    0.0034       0.0046
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_DIA2_1000g_m01_u05_geno.txt.sumstats.gz  0.3266  0.0464  7.037  1.9643e-12  0.0493     0.0043  1.0471     0.0091    0.0088       0.0055
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_DYSLIPID_1000g_m01_u05_geno.txt.sumstats.gz  0.3442  0.0391  8.7939  1.4445e-18  0.0679     0.0084  1.0288     0.0176   -0.0009       0.0058
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_HEMORRHOIDS_1000g_m01_u05_geno.txt.sumstats.gz  0.0809  0.0701  1.1544  0.2483  0.0097     0.0032  1.0012     0.0064   -0.0005       0.0045
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_HERNIA_ABDOMINOPELVIC_1000g_m01_u05_geno.txt.sumstats.gz  0.0763  0.0659  1.1586  0.2466  0.0179     0.0038  1.0081     0.0068  8.5699e-05       0.0055
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_HYPER_1000g_m01_u05_geno.txt.sumstats.gz  0.1756  0.0354  4.9588  7.0920e-07  0.1229     0.0062  1.0155     0.0104    0.0082       0.0062
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_INSOMNIA_1000g_m01_u05_geno.txt.sumstats.gz -0.014  0.0787 -0.1774  0.8592  0.0101     0.0028  0.9925     0.0068    0.0045       0.0048
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_IRON_DEFICIENCY_1000g_m01_u05_geno.txt.sumstats.gz  0.1686  0.1257  1.341  0.1799  0.0051     0.0026  1.0036     0.0064   -0.0014       0.0048
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_IRRITABLE_BOWEL_1000g_m01_u05_geno.txt.sumstats.gz  0.0986  0.0716  1.3773  0.1684  0.0106     0.0029     1.0     0.0065   -0.0021       0.0046
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_MACDEGEN_1000g_m01_u05_geno.txt.sumstats.gz  0.0254  0.0712  0.3564  0.7215  0.0127     0.0079  1.0086     0.0118   -0.0032       0.0046
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_OSTIOA_1000g_m01_u05_geno.txt.sumstats.gz -0.0423  0.056 -0.7554  0.45  0.0321     0.0036   1.021     0.0072    0.0062       0.0054
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_OSTIOP_1000g_m01_u05_geno.txt.sumstats.gz  0.0439  0.0552  0.7966  0.4257  0.0251     0.0036  1.0079     0.0074    0.0019       0.0046
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_PEPTIC_ULCERS_1000g_m01_u05_geno.txt.sumstats.gz  0.2839  0.1105  2.5689  0.0102  0.0074     0.0028  0.9968     0.0067   -0.0002       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_PSYCHIATRIC_1000g_m01_u05_geno.txt.sumstats.gz  0.0532  0.0577  0.9208  0.3572   0.017      0.003  1.0059     0.0067   -0.0004       0.0047
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_PVD_1000g_m01_u05_geno.txt.sumstats.gz  0.1145  0.0907  1.2626  0.2067  0.0075     0.0029  1.0139     0.0068    0.0019       0.0048
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_STRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.0121  0.1063 -0.1141  0.9092  0.0055      0.003  0.9981     0.0067    0.0012       0.0048
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_SUM_DISEASES_1000g_m01_u05_geno.txt.sumstats.gz  0.2376  0.0317  7.486  7.0980e-14  0.0813     0.0046  1.0297     0.0089    0.0068       0.0054
whradjbmi_giant_2015.txt.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz -0.0173  0.0695 -0.2496  0.8029  0.0155     0.0033  1.0165      0.008   -0.0002       0.0052
whradjbmi_giant_2015.txt.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz  0.1013  0.0376  2.6933  0.0071  0.1342     0.0085  1.0133     0.0093    -0.003       0.0053
whradjbmi_giant_2015.txt.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz  0.1087  0.0409  2.657  0.0079  0.0491      0.004   0.998     0.0078   -0.0003       0.0054
whradjbmi_giant_2015.txt.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz -0.1992  0.0249 -7.9934  1.3127e-15  0.1107      0.004  0.9376     0.0105   -0.0208       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz -0.4503  0.3063 -1.47  0.1416  0.4267     0.0619  12.6889     0.3629   -0.3642       0.3225
whradjbmi_giant_2015.txt.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz  0.0555  0.029  1.9168  0.0553  0.1725     0.0222  0.9521     0.0279    0.0016       0.0059
whradjbmi_giant_2015.txt.sumstats.gz  eo_cam_2016.txt.sumstats.gz  0.0466  0.0278  1.6765  0.0936  0.1818     0.0235  0.9461     0.0295    0.0033       0.0058
whradjbmi_giant_2015.txt.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz -0.0063  0.0275 -0.2288  0.8191  0.1761     0.0219  0.9448     0.0284    0.0042       0.0057
whradjbmi_giant_2015.txt.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz -0.0023  0.0278 -0.083  0.9339  0.1699     0.0206  0.9441     0.0267    0.0039       0.0057
whradjbmi_giant_2015.txt.sumstats.gz  gran_cam_2016.txt.sumstats.gz  0.1131  0.0338  3.349  0.0008  0.1556      0.019  0.9538     0.0228    0.0007       0.0063
whradjbmi_giant_2015.txt.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz  0.0289  0.0315  0.918  0.3586  0.1507     0.0171  1.0123     0.0289    -0.001       0.0058
whradjbmi_giant_2015.txt.sumstats.gz  hct_cam_2016.txt.sumstats.gz  0.1373  0.0338  4.0583  4.9422e-05  0.1267     0.0128  1.0092     0.0268   -0.0056       0.0059
whradjbmi_giant_2015.txt.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz -0.2466  0.0333 -7.4025  1.3369e-13  0.2352      0.036  0.8098     0.0273   -0.0597       0.0062
whradjbmi_giant_2015.txt.sumstats.gz  height_giant_2014.txt.sumstats.gz -0.0211  0.0279 -0.7535  0.4512  0.3425     0.0176  1.2274       0.03   -0.0045       0.0078
whradjbmi_giant_2015.txt.sumstats.gz  hgb_cam_2016.txt.sumstats.gz  0.1495  0.0342  4.3677  1.2558e-05  0.1259      0.012   1.006     0.0257   -0.0024       0.0059
whradjbmi_giant_2015.txt.sumstats.gz  hlr_cam_2016.txt.sumstats.gz  0.3054  0.0361  8.4516  2.8735e-17  0.1569     0.0195  1.0261     0.0462    0.0006       0.0069
whradjbmi_giant_2015.txt.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz  0.2886  0.0359  8.0404  8.9578e-16  0.1568     0.0189  1.0247      0.046    0.0016       0.0068
whradjbmi_giant_2015.txt.sumstats.gz  icv_enigma_2016.txt.sumstats.gz -0.0743  0.0478 -1.5555  0.1198  0.2428     0.0269  1.0246     0.0083    0.0032       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
whradjbmi_giant_2015.txt.sumstats.gz  input.sumstats.gz -0.0913  0.0494 -1.8464  0.0648  0.0753     0.0184  1.0254     0.0114   -0.0268       0.0053
whradjbmi_giant_2015.txt.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz -0.1143  0.0246 -4.6458  3.3876e-06  0.3007      0.012  1.0477     0.0122    0.0003        0.006
whradjbmi_giant_2015.txt.sumstats.gz  iq_vu_2017.txt.sumstats.gz -0.135  0.0296 -4.5616  5.0766e-06  0.1957     0.0114  1.0126     0.0088   -0.0026       0.0049
whradjbmi_giant_2015.txt.sumstats.gz  irf_cam_2016.txt.sumstats.gz  0.2535  0.0384  6.6102  3.8387e-11    0.11     0.0143  1.0304     0.0424   -0.0028       0.0065
whradjbmi_giant_2015.txt.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz  0.1186  0.0323  3.6751  0.0002  0.2119     0.0465  0.8636     0.0492    0.0215       0.0057
whradjbmi_giant_2015.txt.sumstats.gz  lymph_cam_2016.txt.sumstats.gz  0.1617  0.0293  5.5179  3.4315e-08  0.1801     0.0146  0.9619     0.0208   -0.0048       0.0062
whradjbmi_giant_2015.txt.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz  0.0498  0.0284  1.7571  0.0789  0.1439     0.0114  0.9597     0.0157   -0.0045       0.0058
whradjbmi_giant_2015.txt.sumstats.gz  mch_cam_2016.txt.sumstats.gz -0.0067  0.0286 -0.2339  0.8151  0.2142     0.0254  0.9886     0.0415    0.0066       0.0064
whradjbmi_giant_2015.txt.sumstats.gz  mchc_cam_2016.txt.sumstats.gz  0.0572  0.0342  1.6703  0.0949  0.0868       0.01  0.9835     0.0184    0.0078       0.0053
whradjbmi_giant_2015.txt.sumstats.gz  mcv_cam_2016.txt.sumstats.gz -0.0287  0.0297 -0.9652  0.3344   0.228     0.0249   0.989     0.0379    0.0037       0.0065
whradjbmi_giant_2015.txt.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz  0.145  0.0575  2.5229  0.0116  0.1589     0.0275  1.0098     0.0067    0.0004       0.0045
whradjbmi_giant_2015.txt.sumstats.gz  mono_cam_2016.txt.sumstats.gz  0.0735  0.0284  2.5899  0.0096  0.1822     0.0212  1.0433     0.0349    0.0014       0.0054
whradjbmi_giant_2015.txt.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz -0.0437  0.0296 -1.4767  0.1398  0.1639     0.0198  1.0291     0.0335    0.0022       0.0054
whradjbmi_giant_2015.txt.sumstats.gz  mpv_cam_2016.txt.sumstats.gz -0.0622  0.028 -2.2244  0.0261  0.2537     0.0372   1.006     0.0519    -0.002       0.0065
whradjbmi_giant_2015.txt.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz  0.1177  0.0332  3.5428  0.0004  0.1593     0.0184  0.9569     0.0226    0.0004       0.0063
whradjbmi_giant_2015.txt.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz  0.1187  0.0333  3.569  0.0004  0.0889     0.0079  0.9893     0.0132   -0.0035       0.0053
whradjbmi_giant_2015.txt.sumstats.gz  neut_cam_2016.txt.sumstats.gz  0.1105  0.0338  3.2698  0.0011  0.1546     0.0189  0.9522     0.0228    0.0002       0.0064
whradjbmi_giant_2015.txt.sumstats.gz  neut_eo_sum_cam_2016.txt.sumstats.gz  0.1126  0.0339  3.3203  0.0009   0.155     0.0188  0.9542     0.0226    0.0008       0.0063
whradjbmi_giant_2015.txt.sumstats.gz  neut_p_cam_2016.txt.sumstats.gz -0.0263  0.0292 -0.9021  0.367  0.1374     0.0118  0.9507     0.0172    0.0019       0.0058
whradjbmi_giant_2015.txt.sumstats.gz  neut_p_gran_cam_2016.txt.sumstats.gz -0.0008  0.0287 -0.0282  0.9775   0.159     0.0188   0.943     0.0241   -0.0013       0.0059
whradjbmi_giant_2015.txt.sumstats.gz  pct_cam_2016.txt.sumstats.gz  0.0937  0.0285  3.292  0.001  0.1971     0.0177  1.0089      0.029   -0.0052        0.006
